Title,Genre,Language,Release Date,Country,Budget (M USD),Lifetime Gross (M USD),Number of Screens,IMDb Rating,Rotten Tomatoes Score,Audience Reviews,Marketing Budget (M USD),Hit or Flop
Dumb & Dumbera,Horror,Tamil,42118,Japan,80.54,388.1,3742,6.3,24,18588,28.16,Collection not met
Here Comes the Booma,Drama,German,42838,South Korea,50.57,387.56,3640,5.2,45,361343,19.77,Collection not met
Bridget Jones: The Edge of Reasona,Action,Tamil,41323,South Korea,103.88,387.26,3814,8.6,22,206841,17.01,Collection not met
Our Family Weddinga,Adventure,English,44931,France,29.53,386.72,3835,6,48,213660,5.99,Collection not met
Baby's Day Outa,Comedy,Chinese,43103,India,292.41,386.16,1063,7.3,70,216592,47.09,Collection not met
The Soloista,Drama,German,43543,South Korea,125.66,386.09,4750,7.3,77,290391,40.72,Collection not met
Inside Deep Throata,Sci-Fi,French,44553,Japan,5.9,384.86,2894,7.1,44,97466,2.59,Collection not met
Made in Dagenhama,Animation,Chinese,42060,China,157.14,384.02,3275,7.9,45,10729,43.26,Collection not met
Legenda,Comedy,Tamil,41456,France,279.75,383.67,3138,8.8,26,93635,50,Collection not met
The SpongeBob SquarePants Moviea,Action,Chinese,45619,Germany,66.18,383.02,3917,7.1,57,108772,31.68,Collection not met
Peeplesa,Comedy,Telugu,45083,UK,33.88,382.22,4811,5.3,28,153787,6.61,Collection not met
Joea,Comedy,German,40999,UK,278.43,381.29,2649,6.7,59,92505,103.56,Collection not met
Get Over Ita,Horror,Chinese,44358,India,54.37,381.24,4001,7.9,96,389223,14.65,Collection not met
Wall Street: Money Never Sleepsa,Horror,French,44833,France,236.38,380.72,2603,4.1,96,394411,44.62,Collection not met
The Crafta,Romance,Chinese,44721,India,68.59,380.66,3228,6.6,51,10845,10.11,Collection not met
Delivery Mana,Sci-Fi,Spanish,43832,UK,169.24,380.15,1775,9.8,75,486391,30.45,Collection not met
Big Miraclea,Sci-Fi,Telugu,42668,China,195.6,379.94,1459,9.7,49,109391,77.73,Collection not met
Katy Perry: Part of Mea,Romance,English,43186,India,8.38,379.74,4129,5.4,24,413460,2.84,Collection not met
Hostel: Part IIa,Comedy,Korean,42334,Germany,84.39,378.48,3663,4.8,66,268572,10.73,Collection not met
The Cable Guya,Animation,Japanese,45585,UK,116.95,378.43,2009,5.8,29,24848,21.16,Collection not met
Hide and Seeka,Thriller,French,41010,India,11.57,378.29,2862,5.6,93,191028,4.1,Collection not met
Stonewalla,Horror,Spanish,40633,South Korea,122.69,378.19,4277,7.6,87,179400,60.25,Collection not met
The Jacketa,Horror,Japanese,41364,India,177.59,378.05,2445,6.8,70,440425,47.38,Collection not met
The Lord of the Rings: The Return of the Kinga,Thriller,Chinese,43436,UK,275.07,377.87,816,4.4,85,29614,30.42,Collection not met
The Last Legiona,Adventure,Chinese,41978,Japan,267.87,377.12,3358,5,92,97593,42.84,Collection not met
Things We Lost in the Firea,Animation,Telugu,44623,France,101.95,376.77,1794,4.8,98,324533,42.61,Collection not met
Iron Man 3a,Horror,Japanese,44487,France,258.3,375.87,3586,8.2,40,187077,59.02,Collection not met
Planet of the Apesa,Horror,Hindi,41608,UK,62.7,375.39,2154,5.7,84,77548,14.35,Collection not met
G.I. Joe: Retaliationa,Horror,English,40335,France,242.37,375.31,1158,4.7,24,349406,83.52,Collection not met
Mission: Impossible - Ghost Protocola,Thriller,Chinese,40845,China,124.5,375.14,4329,7.2,74,5220,41.73,Collection not met
Paula,Adventure,Chinese,44610,France,175.95,374.82,4277,4,76,336250,76.58,Collection not met
Chasing Libertya,Sci-Fi,English,43383,Japan,273.99,374.47,3074,4.5,94,81760,44.66,Collection not met
"First Love, Last Ritesa",Animation,English,44179,India,195.31,374.41,4712,7.8,43,455185,50.83,Collection not met
In Brugesa,Sci-Fi,Korean,40926,India,252.49,374.28,2689,6.7,44,409005,91.18,Collection not met
The Sisterhood of the Traveling Pantsa,Action,Chinese,43919,Germany,90.44,374.16,4007,9.9,52,165970,10.01,Collection not met
Magnoliaa,Action,Spanish,44650,UK,40.72,373.91,3177,6.7,77,122553,4.25,Collection not met
Cyrusa,Action,Hindi,45065,USA,39.09,373.79,1595,9.3,43,282335,11.94,Collection not met
The Knife of Don Juana,Drama,Hindi,42346,China,105.26,373.68,4180,7.3,73,164274,13.47,Collection not met
Jadea,Animation,Japanese,41256,India,234.5,372.44,2728,4.6,92,24444,78.31,Collection not met
The Brothersa,Thriller,Chinese,42188,France,63.45,371.21,2773,8.8,73,465527,7.23,Collection not met
The Prophecya,Thriller,Spanish,42417,Germany,216.27,370.26,2777,4,72,91870,95.31,Collection not met
Igby Goes Downa,Action,Tamil,43505,UK,262.96,369.76,2342,7.2,44,408550,38.58,Collection not met
Of Gods and Mena,Romance,Hindi,43991,Germany,182.54,369.39,4593,9.5,90,107237,40.26,Collection not met
Date Moviea,Horror,Japanese,43405,Japan,251.95,369,2424,5.3,21,215777,54.94,Collection not met
End of Watcha,Adventure,Hindi,40584,USA,43.85,367.29,2733,6.8,84,160969,11.86,Collection not met
Rio 2a,Animation,Telugu,43287,Japan,82.74,366.81,4624,6.6,68,270921,15.11,Collection not met
Flawlessa,Romance,German,42755,Japan,14.88,366.21,1099,5.1,20,218204,5.08,Collection not met
Everybody's Finea,Thriller,Tamil,41925,South Korea,33.38,366.03,3039,5.2,72,67463,11.66,Collection not met
House Party 2a,Sci-Fi,Telugu,45376,France,259.83,365.93,3437,8,58,471272,75.05,Collection not met
Smilla's Sense of Snowa,Animation,Japanese,41552,India,161.63,365.69,4371,9.5,62,124606,72.51,Collection not met
Wilda,Romance,English,40221,USA,153.74,365.06,2167,7.8,31,213484,68.63,Collection not met
Northforka,Drama,Tamil,42432,Japan,75.49,364.99,2936,7,45,78534,22.13,Collection not met
Love Jonesa,Thriller,Tamil,43920,UK,277.46,364.82,3741,9.6,27,102248,45.82,Collection not met
The Secret of Kellsa,Romance,Hindi,40271,China,289.68,364,2501,6.3,65,169887,29.32,Collection not met
Breakfast of Championsa,Action,French,40237,UK,70.53,363.84,4458,5.7,22,223453,32.07,Collection not met
Gone with the Winda,Action,Hindi,45656,India,103.71,363.64,4926,8,71,184233,45.76,Collection not met
It's Kind of a Funny Storya,Comedy,Japanese,44245,China,151.36,363.36,4228,9.2,97,223938,61.63,Collection not met
Gods and Generalsa,Thriller,Japanese,43095,Germany,179.65,362.44,1049,4.3,70,175615,62.21,Collection not met
Escape from Planet Eartha,Thriller,French,44047,France,176.23,362.36,1861,10,97,193428,77.15,Collection not met
Malcolm Xa,Adventure,Spanish,44834,UK,66.14,362.23,2336,8.3,22,389127,24.66,Collection not met
Big Eyesa,Horror,Chinese,40389,USA,158.45,361.59,3179,4.2,20,361914,65.5,Collection not met
Time Changera,Action,French,43545,India,161.54,361.09,2964,7.5,53,249982,69.23,Collection not met
Pulsea,Horror,Telugu,41748,Japan,21.16,360.48,4005,7.9,27,80389,7.43,Collection not met
Copying Beethovena,Action,Korean,41787,India,268.65,360.02,651,8.1,22,368525,57.94,Collection not met
Deuce Bigalow: European Gigoloa,Comedy,Spanish,45065,UK,27.42,359.85,3100,7.8,74,386083,8.36,Collection not met
Albino Alligatora,Adventure,Spanish,45372,Germany,63.98,359.79,4213,9.3,64,147730,9.01,Collection not met
Trekkiesa,Horror,Spanish,41692,Japan,59.71,359.79,3679,9.1,68,30906,14.12,Collection not met
Black Hawk Downa,Romance,English,42484,China,1.18,358.64,4411,4.5,89,469586,0.32,Collection not met
She's All Thata,Sci-Fi,Chinese,42666,USA,178.86,358.64,3201,7.3,89,360156,56.62,Collection not met
The Next Best Thinga,Comedy,French,44695,Germany,104.54,358.16,3591,4.9,71,239111,13.39,Collection not met
Crimson Tidea,Comedy,French,40898,South Korea,94.87,357.25,4683,6.5,51,219192,12.89,Collection not met
Post Grada,Drama,Chinese,41361,South Korea,109.5,357.02,626,5,63,418744,23.55,Collection not met
Wyatt Earpa,Animation,Chinese,42557,Germany,277.3,356.92,3281,6.8,93,401817,129.55,Collection not met
Chicagoa,Comedy,Telugu,44246,China,31.67,356.9,1092,10,65,322390,4.13,Collection not met
Dazed and Confuseda,Action,Japanese,42313,UK,154.67,356.48,1082,7.2,92,312604,67.78,Collection not met
42nd Streeta,Thriller,Japanese,40262,USA,142.98,356.48,4392,9.6,41,205399,70.08,Collection not met
Renditiona,Romance,German,44228,South Korea,37,356.34,1703,8.2,87,340277,7.19,Collection not met
The Kingdoma,Comedy,Tamil,40335,USA,22.66,355.82,2805,9.5,37,269936,6.59,Collection not met
Sweet Sweetback's Baadasssss Songa,Romance,Tamil,40452,UK,289.21,355.37,4445,7.9,95,354530,54.11,Collection not met
Take Sheltera,Comedy,Tamil,41494,Japan,224.68,354.11,1849,4.2,65,490677,110.27,Collection not met
Auto Focusa,Animation,Chinese,45529,USA,245.74,353.46,719,9.6,37,63799,118.41,Collection not met
Moona,Adventure,Tamil,40848,France,218.75,353.12,1549,6.9,54,293042,67.25,Collection not met
Lucky Breaka,Thriller,German,44992,Japan,195.99,353.04,2624,6.8,94,311275,52.12,Collection not met
Funny Gamesa,Thriller,English,43081,USA,116.38,353.02,2094,5.1,45,164423,56.27,Collection not met
Sparklea,Adventure,Japanese,41058,France,8.73,352.48,523,5.5,79,378589,3.91,Collection not met
Inceptiona,Action,French,44994,Germany,132.15,352.45,4943,6.7,75,109777,44.87,Collection not met
Good Boy!a,Adventure,German,41757,Germany,20.14,352.2,3020,9.1,44,448248,2.52,Collection not met
Alex Rider: Operation Stormbreakera,Sci-Fi,Tamil,40735,South Korea,154.1,351.87,1603,8.8,66,363931,44.8,Collection not met
Catch That Kida,Action,Korean,41654,Germany,93.79,351.76,4194,8.2,73,153899,35.91,Collection not met
Detention of the Deada,Sci-Fi,Hindi,44489,USA,24.78,351.14,2489,5.4,38,398768,4.98,Collection not met
"Alexander and the Terrible, Horrible, No Good, Very Bad Daya",Romance,English,41783,USA,296.04,350.83,1457,8.6,78,383604,131.97,Collection not met
The Lord of the Rings: The Fellowship of the Ringa,Comedy,Chinese,45195,Germany,188.24,350.59,906,6.2,27,327571,60.03,Collection not met
Knowinga,Sci-Fi,Japanese,42034,UK,7.57,350.54,652,4.4,40,497277,1.01,Collection not met
The Bank Joba,Animation,Spanish,42345,Germany,112.24,350.5,4754,9.6,30,131017,15.68,Collection not met
Larry Crownea,Animation,Japanese,40467,USA,186.2,350.44,4531,5.6,94,394732,76.88,Collection not met
Freddy's Dead: The Final Nightmarea,Sci-Fi,Telugu,41381,UK,127.47,350.36,2558,6.7,92,251963,56.49,Collection not met
Skylinea,Drama,French,43881,China,256.54,350.32,4086,6.8,63,274747,87.81,Collection not met
Cats & Dogsa,Action,French,41690,France,153.2,348.38,2273,6.7,47,230757,57.71,Collection not met
A Perfect Getawaya,Comedy,Japanese,44730,Germany,11.42,348.02,4487,4.4,27,68530,2.89,Collection not met
A Walk to Remembera,Drama,Hindi,45257,South Korea,188.95,347.95,2702,7.2,48,51089,58.98,Collection not met
Grosse Pointe Blanka,Horror,Hindi,42585,USA,119,347.88,720,9.3,85,401415,54.01,Collection not met
Monstera,Horror,Chinese,44922,France,113.36,347.8,3657,9.1,51,25519,26.05,Collection not met
Hooka,Horror,English,45254,South Korea,207.73,347.54,4885,7.8,83,309669,79.35,Collection not met
The Contendera,Animation,Korean,42814,Germany,285.53,346.26,2018,7.1,36,454035,97.02,Collection not met
Cecil B. DeMenteda,Adventure,Korean,44053,Japan,217.35,345.76,1859,4.2,31,208485,75.66,Collection not met
Soul Survivorsa,Sci-Fi,Chinese,41972,USA,79.35,345.63,1757,7.8,83,233116,30.53,Collection not met
The Covenanta,Horror,Tamil,44450,Japan,163.67,345.1,503,5.7,67,497166,56.39,Collection not met
Money Talksa,Thriller,English,41196,India,267.11,344.66,3806,6.6,80,376545,91.74,Collection not met
Pana,Romance,Japanese,43046,Germany,208.83,343.54,3927,4.4,77,258474,98.49,Collection not met
Homea,Horror,Hindi,44417,Germany,148.24,342.74,1692,5.5,47,475687,27.18,Collection not met
Les couloirs du temps: Les visiteurs IIa,Sci-Fi,French,42661,China,248.25,341.97,1075,7.5,77,236488,104.36,Collection not met
The Ladies Mana,Horror,German,43411,China,104.08,341.87,3039,7.9,64,335174,20.11,Collection not met
My Boss's Daughtera,Horror,Tamil,41960,USA,18.16,341.57,2032,9.6,36,364036,7.69,Collection not met
The Princess and the Froga,Romance,Spanish,44370,China,148.24,341.49,1327,6.5,62,327343,52.94,Collection not met
Diary of a Wimpy Kida,Action,German,44739,South Korea,109.28,341.26,4829,5.1,77,362849,35.57,Collection not met
Charlie Wilson's Wara,Thriller,Tamil,44504,France,110.62,340.82,3402,6.6,22,241452,49.15,Collection not met
Wild Thingsa,Thriller,German,44751,USA,58.74,340.55,1197,9.9,65,132773,9.57,Collection not met
Pirates of the Caribbean: Dead Man's Chesta,Drama,Japanese,40259,India,128.71,340.51,3236,9.6,25,196851,59.91,Collection not met
The Ice Storma,Comedy,German,43408,India,78.93,340.47,4592,6.6,21,392488,21.86,Collection not met
Miss Congenialitya,Drama,Chinese,42202,China,149.12,339.82,1682,4.7,68,92591,60.69,Collection not met
Blood Tiesa,Adventure,Japanese,42548,UK,96.05,338.56,3714,4.3,51,126308,44.06,Collection not met
Friends with Benefitsa,Sci-Fi,Japanese,43998,USA,196.31,337.9,796,8.7,31,48248,33.56,Collection not met
Paranormal Activitya,Comedy,Spanish,44815,USA,78.24,337.78,920,9.9,43,59202,36.86,Collection not met
Améliea,Animation,Chinese,44879,China,89.96,336.82,1204,4.6,71,115457,33.16,Collection not met
The Walka,Drama,Spanish,44153,France,56.52,335.51,3059,5.6,66,341882,12.92,Collection not met
Transformers: Age of Extinctiona,Romance,Japanese,44318,France,42.11,335.45,2216,5.4,41,151020,9.5,Collection not met
Punisher: War Zonea,Horror,Korean,40624,China,135.59,335.43,4262,8.1,80,323590,21.1,Collection not met
Crank: High Voltagea,Thriller,Telugu,40717,India,15.75,334.11,2270,8.6,57,43963,5.46,Collection not met
House of Flying Daggersa,Drama,German,44853,France,65.92,333.92,1984,6,43,424342,31.39,Collection not met
Bucky Larson: Born to Be a Stara,Thriller,English,41181,Japan,108.22,333.57,3476,8,39,135468,32.57,Collection not met
Crazy Hearta,Action,Spanish,42288,Japan,284.36,331.27,3224,6.4,41,460773,61.84,Collection not met
Sherlock Holmesa,Comedy,German,43285,Germany,255.72,331.1,2201,6,68,112927,27.12,Collection not met
Percy Jackson & the Olympians: The Lightning Thiefa,Action,Spanish,41820,UK,204.75,330.88,3943,4.8,64,315032,77.83,Collection not met
Brooklyn Rulesa,Comedy,Tamil,41830,Japan,24.81,330.53,3639,6.6,49,268589,7.88,Collection not met
The Art of Wara,Horror,Spanish,44675,Japan,31.21,329.92,2470,5.5,51,97144,3.88,Collection not met
Sherrybabya,Animation,Hindi,44061,South Korea,253.95,329.88,4833,6,43,490773,78.32,Collection not met
Bloody Sundaya,Horror,Tamil,44167,France,38.61,329.6,4692,8.5,78,5204,4.77,Collection not met
Double Jeopardya,Horror,Hindi,43912,USA,204.93,329.42,3075,6.9,40,175423,68.98,Collection not met
The Hotel New Hampshirea,Adventure,English,41151,USA,217.57,328.43,3290,9.8,28,269749,67.74,Collection not met
Eight Belowa,Romance,Spanish,44319,Japan,172.99,328.22,2557,5.4,44,396355,49.24,Collection not met
Pinocchioa,Action,Tamil,41007,USA,116.97,327.9,994,6.9,30,69814,25.68,Collection not met
Across the Universea,Thriller,French,40565,Germany,207.99,327.9,3159,9.9,76,340030,91.36,Collection not met
Thor: The Dark Worlda,Animation,French,44483,France,248.03,327.54,1921,9,61,466643,76.93,Collection not met
Mindhuntersa,Action,Telugu,45485,India,2.36,326.45,867,9.5,100,4516,0.27,Collection not met
The DUFFa,Comedy,English,44668,Germany,187.9,325.25,4346,4.3,83,357884,49.5,Collection not met
On Her Majesty's Secret Servicea,Adventure,French,41206,China,291.73,325.25,711,4.8,98,196764,142.58,Collection not met
Coralinea,Action,Japanese,43584,India,31.99,325.02,3971,8.9,33,118183,12.51,Collection not met
Half Past Deada,Adventure,French,44149,China,94.3,324.44,4446,7.5,55,449173,36.14,Collection not met
Tora! Tora! Tora!a,Horror,Japanese,41419,USA,276.04,324.24,1563,7.6,76,57553,106.26,Collection not met
Kill Lista,Comedy,French,40706,USA,221.14,323.9,661,5.4,50,357188,53.76,Collection not met
El crimen del padre Amaroa,Animation,Hindi,43751,Japan,65.01,323.71,1585,6.2,25,199500,13.36,Collection not met
The Terminatora,Romance,Chinese,41237,Japan,155.96,323.41,1501,4.6,72,484500,24.93,Collection not met
Beastlya,Animation,Hindi,42023,South Korea,141.61,322.99,4529,7.4,91,494107,61.04,Collection not met
A Thin Line Between Love and Hatea,Horror,Spanish,42365,Germany,236.96,322.71,1327,5.3,96,232544,88.15,Collection not met
Where the Truth Liesa,Action,Chinese,41797,Japan,154.31,322.17,4027,7.4,93,445401,50.57,Collection not met
Two Evil Eyesa,Comedy,Korean,43623,South Korea,47.3,321.36,2795,4.4,96,175121,5.53,Collection not met
Sphinxa,Horror,Telugu,41532,Germany,111.92,321.12,1854,6,59,411196,23.07,Collection not met
Dr. Noa,Adventure,Tamil,42833,Japan,59.13,320,1895,8.3,29,194025,25.13,Collection not met
Spidera,Comedy,Spanish,42782,Germany,256.36,319.42,2268,6.5,31,452151,70.25,Collection not met
Nine Queensa,Romance,Spanish,42692,Japan,52.89,318.98,4134,5.3,45,395407,17.27,Collection not met
Flighta,Romance,French,41797,South Korea,289.32,318.91,865,5.3,96,299620,49.58,Collection not met
Me and Orson Wellesa,Horror,German,40274,France,112.59,318.79,3134,7.5,93,269916,34.72,Collection not met
Enougha,Adventure,English,42805,China,97.12,318.79,1963,4.3,54,269800,29.99,Collection not met
Fidoa,Sci-Fi,English,40942,South Korea,231.68,318.75,4622,6.1,36,89354,96.97,Collection not met
Revolutionary Roada,Sci-Fi,Tamil,44899,Germany,67.44,317.14,3801,7.3,59,180142,18.67,Collection not met
Flash of Geniusa,Sci-Fi,French,42765,China,213.97,316.96,781,7.9,57,415473,98.69,Collection not met
The Out-of-Townersa,Romance,Spanish,44433,South Korea,257.35,316.96,2874,6.9,100,447701,93.68,Collection not met
The Beyonda,Animation,Tamil,45238,Japan,244.74,316.72,1177,4.5,79,429442,62.89,Collection not met
I Love Your Worka,Sci-Fi,German,41620,Japan,23.08,316.36,3432,7,32,181124,7.21,Collection not met
The Deep End of the Oceana,Romance,Hindi,42847,UK,269.34,316.17,3522,6,26,490012,52.05,Collection not met
Hamlet 2a,Thriller,Hindi,40581,USA,113.28,315.99,1659,6.7,100,259390,28.41,Collection not met
The Grudgea,Comedy,Japanese,41363,France,10.05,315.27,3265,8.4,46,418220,4.7,Collection not met
Road Harda,Adventure,Hindi,40783,India,285.61,315.21,3664,4.5,48,99283,49.03,Collection not met
The Names of Lovea,Romance,Chinese,41353,Germany,27.92,314.64,1152,7.8,43,464669,6.89,Collection not met
When Harry Met Sally...a,Romance,German,41548,South Korea,41.96,314.49,1921,6.4,20,421191,4.77,Collection not met
Friday the 13th Part IIIa,Action,Chinese,44276,South Korea,109.51,314.32,1771,8,75,35458,31.11,Collection not met
Falcon Risinga,Thriller,Chinese,45053,USA,217.45,313.55,1293,7.7,41,253660,102.88,Collection not met
Little Nickya,Action,Korean,43585,France,172.7,313.49,3108,5.2,42,403110,46.43,Collection not met
The Legend of Suriyothaia,Drama,Hindi,41040,France,99.15,311.8,2082,8.3,62,356583,12.06,Collection not met
